Common,Royal,Monk
ខ្ញុំចូលចិត្តញ៉ាំនំបុ័ងជាមួយទឹកដោះគោនៅពេលព្រឹកព្រោះវាងាយស្រួលនិងរហ័ស។,ព្រះអង្គចូលចិត្តសោយនំបុ័ងជាមួយទឹកដោះគោនៅពេលព្រឹកព្រោះវាងាយស្រួលនិងរហ័ស។,ព្រះតេជគុណចូលចិត្តសេពនំបុ័ងជាមួយទឹកដោះគោនៅពេលព្រឹកព្រោះវាងាយស្រួលនិងរហ័ស។
សួនច្បារសាធារណៈគឺជាកន្លែងសម្រាប់មនុស្សគ្រប់វ័យមកដើរលេងនិងហាត់ប្រាណកម្សាន្ត។,សួនច្បារសាធារណៈគឺជាកន្លែងសម្រាប់រាស្ត្រគ្រប់វ័យមកដើរលេងនិងហាត់ប្រាណកម្សាន្ត។,សួនច្បារសាធារណៈគឺជាកន្លែងសម្រាប់ពុទ្ធបរិស័ទគ្រប់វ័យមកដើរលេងនិងហាត់ប្រាណកម្សាន្ត។
យន្តហោះបានចុះចតនៅព្រលានយន្តហោះអន្តរជាតិភ្នំពេញយ៉ាងមានសុវត្ថិភាពបំផុត។,ព្រះរាជយានអវកាសបានចុះចតនៅព្រលានយានអវកាសអន្តរជាតិភ្នំពេញយ៉ាងមានសុវត្ថិភាព។,យន្តហោះបានចុះចតនៅព្រលានយន្តហោះអន្តរជាតិភ្នំពេញយ៉ាងមានសុវត្ថិភាព។
ការរៀនតាមប្រព័ន្ធអនឡាញផ្ដល់ភាពងាយស្រួលដល់សិស្សដែលរស់នៅតំបន់ដាច់ស្រយាល។,ព្រះរាជសិក្សាតាមប្រព័ន្ធអនឡាញផ្ដល់ភាពងាយស្រួលដល់ព្រះរាជកុមារដែលរស់នៅតំបន់ដាច់ស្រយាល។,ការសិក្សាធម៌តាមប្រព័ន្ធអនឡាញផ្ដល់ភាពងាយស្រួលដល់សាមណេរដែលរស់នៅតំបន់ដាច់ស្រយាល។
ខ្ញុំត្រូវការកក់សំបុត្រយន្តហោះទុកមុនសម្រាប់ធ្វើដំណើរទៅលេងប្រទេសជប៉ុន។,ព្រះអង្គត្រូវការកក់ព្រះរាជសំបុត្រយានអវកាសទុកមុនសម្រាប់យាងទៅទស្សនាប្រទេសជប៉ុន។,ព្រះតេជគុណត្រូវការកក់សំបុត្រយន្តហោះទុកមុនសម្រាប់ធ្វើដំណើរទៅទស្សនាប្រទេសជប៉ុន។
ផ្ទះបាយរបស់នាងតែងតែរៀបចំបានយ៉ាងមានរបៀបរៀបរយនិងមានអនាម័យខ្ពស់។,ព្រះរាជផ្ទះបាយរបស់ព្រះនាងតែងតែរៀបចំបានយ៉ាងមានរបៀបរៀបរយនិងមានអនាម័យខ្ពស់។,ផ្ទះបាយរបស់ព្រះសារីបុត្រតែងតែរៀបចំបានយ៉ាងមានរបៀបរៀបរយនិងមានអនាម័យខ្ពស់។
ការស្ដាប់ចម្រៀងបែបសម្រាកអារម្មណ៍ជួយឱ្យយើងគេងលក់បានស្រួលនិងស្កប់ស្កល់។,ការស្ដាប់ព្រះរាជចម្រៀងបែបសម្រាកអារម្មណ៍ជួយឱ្យព្រះអង្គព្រះរាជសុខគេងបានស្រួល។,ការស្ដាប់ធម្មវិទ្យុបែបសម្រាកអារម្មណ៍ជួយឱ្យព្រះអង្គសមាធិបានស្ងប់។
លោកពូរបស់ខ្ញុំផ្ញើកាដូមកពីបរទេសសម្រាប់ថ្ងៃបញ្ចប់ការសិក្សារបស់ខ្ញុំ។,សម្ដេចពូរបស់ព្រះអង្គផ្ញើព្រះរាជកាដូមកពីបរទេសសម្រាប់ថ្ងៃបញ្ចប់ព្រះរាជសិក្សា។,ព្រះឧបជ្ឈាយ៍ផ្ញើកាដូមកពីបរទេសសម្រាប់ថ្ងៃបញ្ចប់ការសិក្សា។
ទឹកក្រូចស្រស់ផ្ដល់វីតាមីនសេច្រើនដែលជួយពង្រឹងប្រព័ន្ធការពាររាងកាយរបស់យើង។,ទឹកក្រូចស្រស់ផ្ដល់វីតាមីនសេច្រើនដែលជួយពង្រឹងព្រះរាជការពាររាងកាយ។,ទឹកក្រូចស្រស់ផ្ដល់វីតាមីនសេច្រើនដែលជួយពង្រឹងការពាររាងកាយ។
គាត់កំពុងជូតបង្អួចផ្ទះឱ្យស្អាតដើម្បីរៀបចំទទួលភ្ញៀវដែលនឹងមកលេង។,ទ្រង់កំពុងជូតព្រះរាជបង្អួចឱ្យស្អាតដើម្បីរៀបចំទទួលព្រះរាជភ្ញៀវ។,ព្រះអង្គកំពុងជូតបង្អួចកុដិឱ្យស្អាតដើម្បីរៀបចំទទួលពុទ្ធបរិស័ទ។
ខ្ញុំចង់ជួលផ្ទះល្វែងមួយកន្លែងដែលនៅជិតកន្លែងធ្វើការដើម្បីចំណេញពេលវេលា។,ព្រះអង្គមានព្រះរាជបំណងជួលព្រះរាជដំណាក់មួយកន្លែងដែលនៅជិតព្រះរាជការងារ។,ព្រះតេជគុណមានបំណងជួលកុដិមួយកន្លែងដែលនៅជិតកន្លែងប្រតិបត្តិកិច្ច។
មួកសុវត្ថិភាពគឺជាគ្រឿងការពារដ៏សំខាន់សម្រាប់អ្នកជិះម៉ូតូគ្រប់រូបបាទ។,ព្រះរាជមួកសុវត្ថិភាពគឺជាគ្រឿងការពារដ៏សំខាន់សម្រាប់ព្រះរាជបុរស។,មួកសុវត្ថិភាពគឺជាគ្រឿងការពារដ៏សំខាន់សម្រាប់ព្រះសង្ឃ។
ប្អូនស្រីរបស់ខ្ញុំចេះនិយាយភាសាថៃបន្តិចបន្តួចដោយសារនាងចូលចិត្តមើលរឿងថៃ។,ព្រះអនុជនាងចេះនិយាយភាសាថៃបន្តិចបន្តួចដោយសារព្រះនាងចូលចិត្តទស្សនារឿងថៃ។,ព្រះអនុសេធចេះនិយាយភាសាថៃបន្តិចបន្តួចដោយសារព្រះសារីបុត្រចូលចិត្តទស្សនារឿងថៃ។
